action,record_type,serial_title,nlm_unique_id,holdings_format,begin_volume,end_volume,begin_year,end_year,issns,currently_received,retention_policy,limited_retention_period,limited_retention_type,embargo_period,has_epub_ahead_of_print,has_supplements,ignore_warnings,last_modified
,HOLDING,Cumulative index to nursing literature,NLM_0172647,Print,,,0,0,0011-3018 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Cumulative index to nursing literature,NLM_0172647,Print,1,21,1956,1976,0011-3018 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current bibliographies in medicine,NLM_8805794,Print,,,0,0,1052-9063 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,RANGE,Current bibliographies in medicine,NLM_8805794,Print,,,1989,0,1052-9063 (Print),Yes,Permanently Retained,0,Years,0,No,No,Yes,10/12/18
,HOLDING,Current biology : CB,NLM_9107782,Print,,,0,0,"0960-9822 (Print), 1879-0445 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current biology : CB,NLM_9107782,Print,,,1998,2003,"0960-9822 (Print), 1879-0445 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current concepts in nutrition,NLM_0347207,Print,,,0,0,0090-0443 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current concepts in nutrition,NLM_0347207,Print,1,16,0,0,0090-0443 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current diagnosis & treatment pediatrics,NLM_101681307,Print,,,0,0,1944-6004 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current diagnosis & treatment pediatrics,NLM_101681307,Print,,,2009,0,1944-6004 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current diagnosis & treatment,NLM_0411245,Print,,,0,0,0070-1920 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current diagnosis & treatment,NLM_0411245,Print,,,1965,1973,0070-1920 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current diagnosis,NLM_0047673,Print,,,0,0,0070-1912 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current diagnosis,NLM_0047673,Print,2,2,0,0,0070-1912 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current diagnosis,NLM_0047673,Print,5,9,0,0,0070-1912 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current eye research,NLM_8104312,Print,,,0,0,"0271-3683 (Print), 1460-2202 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,3/7/23
,RANGE,Current eye research,NLM_8104312,Print,4,30,1985,2005,"0271-3683 (Print), 1460-2202 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,3/7/23
,RANGE,Current eye research,NLM_8104312,Print,43,,2018,0,"0271-3683 (Print), 1460-2202 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,3/7/23
,HOLDING,Current medical diagnosis & treatment,NLM_0411246,Print,,,0,0,0092-8682 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current medical diagnosis & treatment,NLM_0411246,Print,,,1974,0,0092-8682 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current medical research and opinion,NLM_0351014,Print,,,0,0,"0300-7995 (Print), 1473-4877 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,3/7/23
,RANGE,Current medical research and opinion,NLM_0351014,Print,1,,1972,0,"0300-7995 (Print), 1473-4877 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,3/7/23
,HOLDING,Current microbiology,NLM_7808448,Print,,,0,0,"0343-8651 (Print), 1432-0991 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current microbiology,NLM_7808448,Print,,,1997,2004,"0343-8651 (Print), 1432-0991 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current opinion in cell biology,NLM_8913428,Print,,,0,0,"0955-0674 (Print), 1879-0410 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Current opinion in cell biology,NLM_8913428,Print,5,16,1993,2004,"0955-0674 (Print), 1879-0410 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,Current opinion in genetics & development,NLM_9111375,Print,,,0,0,"0959-437X (Print), 1879-0380 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current opinion in genetics & development,NLM_9111375,Print,4,13,0,0,"0959-437X (Print), 1879-0380 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current opinion in immunology,NLM_8900118,Print,,,0,0,"0952-7915 (Print), 1879-0372 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current opinion in immunology,NLM_8900118,Print,9,15,0,0,"0952-7915 (Print), 1879-0372 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current pediatric diagnosis & treatment,NLM_0421305,Print,,,0,0,0093-8556 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current pediatric diagnosis & treatment,NLM_0421305,Print,1974,,0,0,0093-8556 (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current problems in surgery,NLM_0372617,Print,,,0,0,"0011-3840 (Print), 1535-6337 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current problems in surgery,NLM_0372617,Print,1,49,1964,2012,"0011-3840 (Print), 1535-6337 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current studies in hematology and blood transfusion,NLM_8600673,Print,,,0,0,0258-0330 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current studies in hematology and blood transfusion,NLM_8600673,Print,52,61,0,0,0258-0330 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Current therapeutic research, clinical and experimental",NLM_0372621,Print,,,0,0,"0011-393X (Print), 1879-0313 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Current therapeutic research, clinical and experimental",NLM_0372621,Print,5,64,1963,2003,"0011-393X (Print), 1879-0313 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current therapy,NLM_0042051,Print,,,0,0,0070-2102 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current therapy,NLM_0042051,Print,,,1966,1983,0070-2102 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current topics in bioenergetics,NLM_0123023,Print,,,0,0,0070-2129 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in bioenergetics,NLM_0123023,Print,1,5,0,0,0070-2129 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in bioenergetics,NLM_0123023,Print,7,7,0,0,0070-2129 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current topics in membranes,NLM_9212591,Print,,,0,0,1063-5823 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in membranes,NLM_9212591,Print,38,50,0,0,1063-5823 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current topics in microbiology and immunology,NLM_0110513,Print,,,0,0,"0070-217X (Print), 2196-9965 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in microbiology and immunology,NLM_0110513,Print,41,256,0,0,"0070-217X (Print), 2196-9965 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current topics in nutrition and disease,NLM_7704805,Print,,,0,0,0191-2453 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in nutrition and disease,NLM_7704805,Print,1,22,0,0,0191-2453 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current topics in pathology. Ergebnisse der Pathologie,NLM_0244762,Print,,,0,0,0070-2188 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current topics in pathology. Ergebnisse der Pathologie,NLM_0244762,Print,58,93,0,0,0070-2188 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Current work in the history of medicine,NLM_60130320R,Print,,,0,0,0011-3999 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Current work in the history of medicine,NLM_60130320R,Print,,,1958,1999,0011-3999 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Cytogenetic and genome research,NLM_101142708,Print,,,0,0,"1424-8581 (Print), 1424-859X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Cytogenetic and genome research,NLM_101142708,Print,96,103,2002,2003,"1424-8581 (Print), 1424-859X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Cytogenetics and cell genetics,NLM_0367735,Print,,,0,0,0301-0171 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Cytogenetics and cell genetics,NLM_0367735,Print,14,95,1975,2001,0301-0171 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Cytokine & growth factor reviews,NLM_9612306,Print,,,0,0,"1359-6101 (Print), 1879-0305 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Cytokine & growth factor reviews,NLM_9612306,Print,7,14,0,0,"1359-6101 (Print), 1879-0305 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Cytometry,NLM_8102328,Print,,,0,0,"0196-4763 (Print), 1097-0320 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Cytometry,NLM_8102328,Print,39,50,2000,2002,"0196-4763 (Print), 1097-0320 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,Dental abstracts; a selection of world dental literature,NLM_60110120R,Print,,,0,0,0011-8486 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/7/23
,RANGE,Dental abstracts; a selection of world dental literature,NLM_60110120R,Print,1,40,1956,1995,0011-8486 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/7/23
,HOLDING,Dental brief,NLM_0006642,Print,,,0,0,1060-1724 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dental brief,NLM_0006642,Print,2,14,0,0,1060-1724 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dental clinics of North America,NLM_0217440,Print,,,0,0,"0011-8532 (Print), 1558-0512 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dental clinics of North America,NLM_0217440,Print,1,56,1957,2012,"0011-8532 (Print), 1558-0512 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dental digest,NLM_0342643,Print,,,0,0,0011-8567 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/7/23
,RANGE,Dental digest,NLM_0342643,Print,1,78,1895,1972,0011-8567 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/7/23
,HOLDING,Dental economics - oral hygiene,NLM_0135416,Print,,,0,0,0011-8583 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/10/21
,RANGE,Dental economics - oral hygiene,NLM_0135416,Print,59,110,1969,2020,0011-8583 (Print),No,Permanently Retained,0,Years,0,No,No,No,2/10/21
,HOLDING,Dental items of interest,NLM_16520420R,Print,,,0,0,0096-0195 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dental items of interest,NLM_16520420R,Print,38,75,0,0,0096-0195 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dental journal,NLM_0411252,Print,,,0,0,0382-8514 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/1/23
,RANGE,Dental journal,NLM_0411252,Print,40,44,1974,1978,0382-8514 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/1/23
,HOLDING,Dental magazine,NLM_7513258,Print,,,0,0,0308-2245 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dental magazine,NLM_7513258,Print,86,87,1969,1970,0308-2245 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dental materials : official publication of the Academy of Dental Materials,NLM_8508040,Print,,,0,0,"0109-5641 (Print), 1879-0097 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dental materials : official publication of the Academy of Dental Materials,NLM_8508040,Print,23,28,2007,2012,"0109-5641 (Print), 1879-0097 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dental outlook,NLM_16530045R,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,1/19/24
,RANGE,Dental outlook,NLM_16530045R,Print,26,28,1940,1941,,No,Permanently Retained,0,Years,0,No,No,No,1/19/24
,RANGE,Dental outlook,NLM_16530045R,Print,30,31,1943,1944,,No,Permanently Retained,0,Years,0,No,No,No,1/19/24
,HOLDING,Dental practitioner handbook,NLM_0042057,Print,,,0,0,0070-3699 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dental practitioner handbook,NLM_0042057,Print,2,37,0,0,0070-3699 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dental progress,NLM_16530080R,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dental progress,NLM_16530080R,Print,1,3,1960,1963,,No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dental radiography and photography,NLM_0373177,Print,,,0,0,0045-9941 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dental radiography and photography,NLM_0373177,Print,1,57,1927,1985,0045-9941 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dental survey,NLM_2984744R,Print,,,0,0,0011-8788 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dental survey,NLM_2984744R,Print,22,56,1946,1980,0011-8788 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dental traumatology : official publication of International Association for Dental Traumatology,NLM_101091305,Print,,,0,0,"1600-4469 (Print), 1600-9657 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dental traumatology : official publication of International Association for Dental Traumatology,NLM_101091305,Print,17,28,2001,2012,"1600-4469 (Print), 1600-9657 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dentistry : a digest of practice,NLM_60110180R,Print,,,0,0,,No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dentistry : a digest of practice,NLM_60110180R,Print,1,8,1940,1948,,No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dento maxillo facial radiology,NLM_7609576,Print,,,0,0,"0250-832X (Print), 1476-542X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dento maxillo facial radiology,NLM_7609576,Print,2,2,1973,1973,"0250-832X (Print), 1476-542X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dento maxillo facial radiology,NLM_7609576,Print,4,31,1975,2002,"0250-832X (Print), 1476-542X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Dento maxillo facial radiology,NLM_7609576,Print,34,42,2005,2013,"0250-832X (Print), 1476-542X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Dento-maxillo-facial radiology. Supplement,NLM_8300885,Print,,,0,0,0349-490X (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dento-maxillo-facial radiology. Supplement,NLM_8300885,Print,4,,0,0,0349-490X (Print),Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Der Nervenarzt,NLM_0400773,Print,,,0,0,"0028-2804 (Print), 1433-0407 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/28/23
,RANGE,Der Nervenarzt,NLM_0400773,Print,5,6,1932,1933,"0028-2804 (Print), 1433-0407 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/28/23
,RANGE,Der Nervenarzt,NLM_0400773,Print,28,46,1957,1975,"0028-2804 (Print), 1433-0407 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,7/28/23
,HOLDING,Dermatologica,NLM_0211607,Print,,,0,0,0011-9075 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dermatologica,NLM_0211607,Print,116,183,0,0,0011-9075 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Dermatology (Basel, Switzerland)",NLM_9203244,Print,,,0,0,"1018-8665 (Print), 1421-9832 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Dermatology (Basel, Switzerland)",NLM_9203244,Print,184,219,1992,2009,"1018-8665 (Print), 1421-9832 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Desmos,NLM_16530440R,Print,,,0,0,0011-9474 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Desmos,NLM_16530440R,Print,113,119,2007,2013,0011-9474 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,Desmos,NLM_16530440R,Print,123,123,2017,2017,0011-9474 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Deutsche Stomatologie,NLM_0421425,Print,,,0,0,0012-0790 (Print),No,Permanently Retained,0,Years,0,No,No,No,9/21/23
,RANGE,Deutsche Stomatologie,NLM_0421425,Print,15,23,1965,1973,0012-0790 (Print),No,Permanently Retained,0,Years,0,No,No,No,9/21/23
,HOLDING,"Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt für die gesamte Zahn-, Mund-, und Kieferheilkunde",NLM_0434571,Print,,,0,0,0012-1010 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,"Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt für die gesamte Zahn-, Mund-, und Kieferheilkunde",NLM_0434571,Print,2,4,1935,1937,0012-1010 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,"Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt für die gesamte Zahn-, Mund-, und Kieferheilkunde",NLM_0434571,Print,7,7,1940,1940,0012-1010 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,"Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt für die gesamte Zahn-, Mund-, und Kieferheilkunde",NLM_0434571,Print,11,14,1948,1951,0012-1010 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,RANGE,"Deutsche Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt für die gesamte Zahn-, Mund-, und Kieferheilkunde",NLM_0434571,Print,16,62,1952,1974,0012-1010 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/9/23
,HOLDING,Deutsche zahnärztliche Zeitschrift,NLM_2984745R,Print,,,0,0,0012-1029 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Deutsche zahnärztliche Zeitschrift,NLM_2984745R,Print,1,27,1946,1971,0012-1029 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Deutsches Archiv für klinische Medizin,NLM_0060760,Print,,,0,0,0366-8576 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Deutsches Archiv für klinische Medizin,NLM_0060760,Print,87,110,1907,1913,0366-8576 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Deutsches Archiv für klinische Medizin,NLM_0060760,Print,172,175,1932,1933,0366-8576 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,"Development (Cambridge, England)",NLM_8701744,Print,,,0,0,"0950-1991 (Print), 1477-9129 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Development (Cambridge, England)",NLM_8701744,Print,99,,0,0,"0950-1991 (Print), 1477-9129 (Electronic)",Yes,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,"Development, growth & differentiation",NLM_0356504,Print,,,0,0,"0012-1592 (Print), 1440-169X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Development, growth & differentiation",NLM_0356504,Print,21,46,1979,2004,"0012-1592 (Print), 1440-169X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Developmental biology,NLM_0372762,Print,,,0,0,"0012-1606 (Print), 1095-564X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,11/9/22
,RANGE,Developmental biology,NLM_0372762,Print,134,258,1989,2003,"0012-1606 (Print), 1095-564X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,11/9/22
,HOLDING,Developmental dynamics : an official publication of the American Association of Anatomists,NLM_9201927,Print,,,0,0,"1058-8388 (Print), 1097-0177 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Developmental dynamics : an official publication of the American Association of Anatomists,NLM_9201927,Print,193,228,0,0,"1058-8388 (Print), 1097-0177 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Developmental medicine and child neurology,NLM_0006761,Print,,,0,0,"0012-1622 (Print), 1469-8749 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Developmental medicine and child neurology,NLM_0006761,Print,4,37,1962,1995,"0012-1622 (Print), 1469-8749 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Developmental pharmacology and therapeutics,NLM_8003947,Print,,,0,0,0379-8305 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Developmental pharmacology and therapeutics,NLM_8003947,Print,11,20,1988,1993,0379-8305 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Developments in ophthalmology,NLM_8010321,Print,,,0,0,"0250-3751 (Print), 1662-2790 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Developments in ophthalmology,NLM_8010321,Print,1,32,0,0,"0250-3751 (Print), 1662-2790 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Diabetes care,NLM_7805975,Print,,,0,0,"0149-5992 (Print), 1935-5548 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Diabetes care,NLM_7805975,Print,1,24,1978,2001,"0149-5992 (Print), 1935-5548 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Diabetes,NLM_0372763,Print,,,0,0,"0012-1797 (Print), 1939-327X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Diabetes,NLM_0372763,Print,1,50,1952,2001,"0012-1797 (Print), 1939-327X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Diabetes,NLM_0372763,Print,65,65,2011,2011,"0012-1797 (Print), 1939-327X (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Diabetologia,NLM_0006777,Print,,,0,0,"0012-186X (Print), 1432-0428 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,RANGE,Diabetologia,NLM_0006777,Print,40,47,1997,2004,"0012-186X (Print), 1432-0428 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,9/9/22
,HOLDING,"Diagnostic molecular pathology : the American journal of surgical pathology, part B",NLM_9204924,Print,,,0,0,"1052-9551 (Print), 1533-4066 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Diagnostic molecular pathology : the American journal of surgical pathology, part B",NLM_9204924,Print,13,22,2004,2013,"1052-9551 (Print), 1533-4066 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Dialysis & transplantation,NLM_0354471,Print,,,0,0,"0090-2934 (Print), 1932-6920 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Dialysis & transplantation,NLM_0354471,Print,7,40,1978,2011,"0090-2934 (Print), 1932-6920 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Digestion,NLM_0150472,Print,,,0,0,"0012-2823 (Print), 1421-9867 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Digestion,NLM_0150472,Print,1,80,1968,2009,"0012-2823 (Print), 1421-9867 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Directory of physicians in the United States,NLM_9302717,Print,,,0,0,1096-3588 (Print),Yes,Limited Period Only,1,Years,0,No,No,No,2025-Jan-01
,HOLDING,"Directory of published proceedings. Series SEMT, Science, engineering, medicine, technology",NLM_0143301,Print,,,0,0,0012-3293 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,"Directory of published proceedings. Series SEMT, Science, engineering, medicine, technology",NLM_0143301,Print,10,24,0,0,0012-3293 (Print),No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Disability and rehabilitation. Assistive technology,NLM_101255937,Print,,,0,0,"1748-3107 (Print), 1748-3115 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Disability and rehabilitation. Assistive technology,NLM_101255937,Print,12,12,2017,2017,"1748-3107 (Print), 1748-3115 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Disability and rehabilitation,NLM_9207179,Print,,,0,0,"0963-8288 (Print), 1464-5165 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Disability and rehabilitation,NLM_9207179,Print,14,29,1992,2007,"0963-8288 (Print), 1464-5165 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Disability and rehabilitation,NLM_9207179,Print,39,39,2017,2017,"0963-8288 (Print), 1464-5165 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Disease-a-month : DM,NLM_0370657,Print,,,0,0,"0011-5029 (Print), 1557-8194 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Disease-a-month : DM,NLM_0370657,Print,4,52,1958,2006,"0011-5029 (Print), 1557-8194 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,HOLDING,Diseases of the colon and rectum,NLM_0372764,Print,,,0,0,"0012-3706 (Print), 1530-0358 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,RANGE,Diseases of the colon and rectum,NLM_0372764,Print,40,47,0,0,"0012-3706 (Print), 1530-0358 (Electronic)",No,Permanently Retained,0,Years,0,No,No,No,10/12/18
,HOLDING,Diseases of the nervous system,NLM_0370666,Print,,,0,0,0012-3714 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
,RANGE,Diseases of the nervous system,NLM_0370666,Print,3,12,1942,1951,0012-3714 (Print),No,Permanently Retained,0,Years,0,No,No,No,3/10/23
